,Adj Close,log_returns,5d_return,omega,alpha[1],beta[1],h.1,h.2,h.3,h.4,h.5,5d_volaility,Quantiles
2021-04-15,14581.450195,0.5270570626233205,-1.7919631817347406,0.025514277388028157,0.08746390196560908,0.8841135269793173,1.9391965142811511,1.9095938409522721,1.8808325517095037,1.8528887322538732,1.8257391479922704,9.408250787189072,3
2021-04-16,14617.849609,0.2493171623904536,-0.4971295852001177,0.025637642233233796,0.08722468250192146,0.8839037992892912,1.7366638484716617,1.7121613687812032,1.6883663128792883,1.6652582563671245,1.6428173645293214,8.445267151028599,3
2021-04-19,14359.450195,-1.7835082304939158,-3.475923149707638,0.025548464194542778,0.08729936151822418,0.8842981998517917,1.8662322006040535,1.8387751192516393,1.8120978859672956,1.7861783511641283,1.7609949943575256,9.064278551344643,2
2021-04-20,14296.400391,-0.4400490961089962,-2.359942602555055,0.02561710138018061,0.08712749010976417,0.8841331024389798,1.6936544887135525,1.6705969636609457,1.6482020982156431,1.6264508479331894,1.605324715695177,8.244229114218507,3
2021-04-22,14406.150391,0.7647441212600603,-1.906918850511205,0.026168354194815165,0.08746141449182329,0.8834355097609661,1.5644500049846628,1.5450880521816852,1.5262895917577466,1.508038224351457,1.4903180278732826,7.634183901148834,3
2021-04-23,14341.349609,-0.4508280146382929,-3.276655635448024,0.026312889499828154,0.08727252451468959,0.8834060551202113,1.429640583998724,1.41403438096412,1.3988857739689964,1.3841813456475227,1.3699080720500914,6.996650156629455,2
2021-04-26,14485.0,0.9966685485351009,-2.648763157698834,0.0261856992956575,0.08723692471630336,0.8834123481154899,1.3633662871684256,1.3495361945390716,1.3361120251851928,1.3230818649634795,1.3104341494193916,6.682530521275561,2
2021-04-27,14653.049805,1.1534860391467765,-1.2330624498570943,0.02600686254337361,0.0873411135505208,0.8833994283992989,1.3331102884896198,1.3201110664706674,1.3074921946430638,1.2952425441663404,1.2833513118238702,6.539307405593562,3
2021-04-28,14864.549805,1.4330678808531387,3.7964687080084762,0.025700884217980537,0.08754183888085088,0.8835548390240704,1.368303783383396,1.3544561426263313,1.3410087446903252,1.327950021228204,1.3152687382564592,6.706987430184715,3
2021-04-29,14894.900391,0.2039728309688733,2.653928304536522,0.0259541302464339,0.08760812075119405,0.883024742285918,1.232046497657188,1.221818949662277,1.211891755470127,1.202256094549475,1.1929034054028076,6.060916702741875,3
