,Adj Close,log_returns,5d_return,omega,alpha[1],beta[1],h.1,h.2,h.3,h.4,h.5,5d_volaility,Quantiles
2022-01-03,17625.699219,1.553206636023735,5.9100315534771175,0.026846532179350024,0.1013013619987052,0.8680486556348842,0.9163161370654378,0.9150775958016747,0.913877015805806,0.9127132335656402,0.9115851212306136,4.569569103469172,3
2022-01-04,17805.25,1.0135337719467004,5.985112064615032,0.027121999530992758,0.10157918603738468,0.8677354402181989,0.9116058407157095,0.9107548743167477,0.9099300201397821,0.9091304769215213,0.9083554679857376,4.549776680079498,3
2022-01-05,17925.25,0.6716975758933995,5.562106338289784,0.027107417890879903,0.10165962744201273,0.8675650219567405,0.8519214348996185,0.8528106719467454,0.8536725424119793,0.8545078885114729,0.855317526541881,4.268230064311697,3
2022-01-06,17745.900391,-1.0055808031985676,3.867970905110759,0.02692102923532487,0.10172459152370596,0.86771541825354,0.8875108197075174,0.8873095269699921,0.8871143857365575,0.8869252080173088,0.8867418115673107,4.435601751998687,3
2022-01-07,17812.699219,0.3757116833053019,4.647773422538473,0.026958039429813792,0.10191830919716591,0.8673347710342013,0.8041994813208306,0.8064308638204967,0.8085936381814725,0.8106899138926936,0.8127217355828089,4.042635632798302,3
2022-01-10,18003.300781,1.064347561604345,5.228107132220519,0.027060680660203354,0.10202667188120451,0.8673914524276083,0.8244924179862555,0.8263385740112769,0.8281282711222344,0.8298632359386199,0.831545142276662,4.1403676413350485,3
2022-01-11,18055.75,0.2909075799423107,4.662353636171371,0.027155274599603818,0.10209673045046384,0.8670877401394422,0.7451894137658501,0.7493812820694618,0.7534439757320802,0.7573814753386541,0.7611976388102993,3.766593785716346,3
2022-01-12,18212.349609,0.863572031052497,5.640016757437263,0.027066200510092796,0.10223321988180542,0.8670268523682296,0.7345134807633884,0.7390007899434394,0.7433501595635039,0.7475658298756898,0.7516519107870613,3.7160821709330825,3
2022-01-13,18257.800781,0.24925148399391697,5.945346553696434,0.027160935910863413,0.10231052339724013,0.8667474884850765,0.6660910526051846,0.6726418070810433,0.678989868189748,0.685141507667057,0.6911028031887547,3.3939670387317875,3
2022-01-14,18255.75,-0.011232985882189168,5.065414534681452,0.027796836573610557,0.103744980734254,0.8649939061357769,0.6053103778224153,0.6141845381961749,0.622781282438557,0.6311092828866286,0.6391769407705467,3.1125624221143227,3
2022-01-17,18308.099609,0.2863464614888515,3.7985543601465688,0.027857842514190125,0.10388454003774335,0.8645877943918298,0.5540618635171292,0.5644514288930237,0.574513435526325,0.584258210579524,0.5936957556237868,2.8709806941397886,3
2022-01-18,18113.050781,-1.0710847439536204,1.713935844246248,0.027510197700074346,0.10282845528601588,0.8660369034122555,0.6467861970411077,0.654158938497398,0.6613021322930362,0.6682229253120986,0.674928241922989,3.3053984350666292,3
2022-01-19,17938.400391,-0.9689027799349489,0.07333548841789927,0.027279217442182917,0.10247879430800726,0.866586576489286,0.7009481595161595,0.7065438055533904,0.7119663523553099,0.7172211546825777,0.7223134016483179,3.5589928737557552,3
2022-01-20,17757.0,-1.0163883897301678,0.0625279018862992,0.02713060496374564,0.10245061185348102,0.8667844437368755,0.7579962188785726,0.761807112305799,0.7655007638085857,0.7690807803282205,0.7725506578386432,3.826935533159821,3
2022-01-21,17617.150391,-0.7906922770623807,-1.1038760584813834,0.027015817287341957,0.10254518646353995,0.8667089852214923,0.7610439020542004,0.7646607941888308,0.7681664819788562,0.7715643844939635,0.7748578156817103,3.8402933783975612,3
2022-01-24,17149.099609,-2.692721030529175,-4.860944650614903,0.027198090642482305,0.10409289297918967,0.8658684566945445,1.4901988890966003,1.4726334163929198,1.4555955867816008,1.4390695505762947,1.4230399341938391,7.280537377041254,3
2022-01-25,17277.949219,0.7485405576144892,-4.403311672942725,0.02697177695346777,0.10269387855839153,0.8673496562605669,1.357104188726626,1.3434219213034588,1.3301495262479517,1.3172747252327939,1.3047856077459594,6.652735969256789,3
2022-01-27,17110.150391,-0.9759199356281395,-6.242803639623362,0.02691879626042561,0.10289450523260424,0.86710882836332,1.3183671278344946,1.3057393051631694,1.2934902750759258,1.2816086750579827,1.2700834834321244,6.469288866563696,2
2022-01-28,17101.949219,-0.047943109312663344,-6.539998232929942,0.02664760335928139,0.10125305644789587,0.8689196165319152,1.1667815965500765,1.1586272236679207,1.1507160739323654,1.1430408926470783,1.1355946415039266,5.754760428301367,2
2022-01-31,17339.849609,1.3814851819214793,-5.147280065126273,0.026487447828536428,0.10082188905416001,0.8700087664016151,1.2146596483090188,1.2057162703520623,1.1970337648681215,1.188604522378149,1.180421155366613,5.986435361273965,3
2022-02-01,17576.849609,1.357537482294281,-4.0760890443208435,0.02644807699276112,0.10157786937677983,0.8693858323524112,1.2508479480245869,1.2409760309070768,1.2313907577194951,1.2220838053831955,1.2130470924909247,6.158345634525279,3
2022-02-02,17780.0,1.149155701608191,-1.8558485987590319,0.026506004073932245,0.10242499894689917,0.8684869110429716,1.231888763544523,1.2225614763820054,1.2135055021880214,1.2047129489865216,1.1961761543639657,6.068844845465037,3
2022-02-03,17560.199219,-1.243929689758442,-2.130875508582525,0.026148881511557944,0.10146783312612333,0.86988660792154,1.2746374855367433,1.2642736638135001,1.254206719556402,1.2444281485444904,1.23492969016497,6.272475707616105,3
2022-02-04,17516.300781,-0.25030126106596606,-1.3647883799183234,0.02573576660399565,0.10110700041230203,0.8710024772817897,1.148548391640736,1.1422505437082606,1.1361283460440252,1.1301768996703054,1.1243914422444243,5.681495623307751,3
2022-02-07,17213.599609,-1.7432174235008122,-2.317313526356755,0.02584306526455376,0.10170145086706846,0.8704953131042134,1.3642235684365265,1.3521368038318993,1.340386090396398,1.3289620848200498,1.3178557035671343,6.703564251052009,3
2022-02-08,17266.75,0.30829404980012043,0.6837015539725403,0.02599778298779223,0.10126576522906965,0.8705251077882301,1.2159613998269436,1.2076579732809556,1.1995887791487951,1.1917472099385567,1.1841268445499133,5.999082206745165,3
2022-02-09,17463.800781,1.134752493254203,1.069913489612254,0.02616373475390147,0.10158655204060996,0.8703470785346669,1.2004372120257187,1.1929090325157217,1.1855921416729478,1.1784806093916076,1.1715686720024512,5.928987667608448,3
2022-02-10,17605.849609,0.8100999198055583,2.855933345045952,0.026477832153129002,0.10177174803349752,0.8697820083056774,1.1248308884333165,1.1193115070568491,1.1139491313478738,1.1087392950849166,1.1036776590937287,5.5705084810166845,3
